Date,AAPL,MSFT,SPY,TLT,GLD
2020-09-02,93.715793,59.50375,100.297931,130.759638,148.409316
2020-09-03,92.970758,59.760653,99.386741,132.379306,150.56459
2020-09-04,94.010107,60.204613,99.888777,132.346324,152.650408
2020-09-07,94.903798,60.857642,100.754843,133.431925,154.764072
2020-09-08,94.224841,59.619453,99.337201,133.38987,155.074543
2020-09-09,94.800956,60.508317,100.608559,134.424248,155.064672
2020-09-10,98.134294,60.902163,101.017535,135.193467,157.126643
2020-09-11,96.661618,60.14274,99.559348,137.489035,157.35102
2020-09-14,96.719874,60.120978,99.065602,138.805003,158.182692
2020-09-15,96.121569,60.775782,99.345327,139.830609,157.493031
2020-09-16,97.345222,61.420987,100.426654,137.057559,156.209614
2020-09-17,98.0045,62.630556,101.601692,137.812121,156.565661
2020-09-18,98.54207,62.163619,100.763455,139.600061,156.283819
2020-09-21,99.994056,63.945448,101.654772,141.596504,155.852609
2020-09-22,98.47804,63.116256,101.671942,141.402628,153.794441
2020-09-23,101.275693,63.285452,102.292822,140.497531,155.62003
2020-09-24,100.972651,63.54412,101.834366,140.535365,155.30048
2020-09-25,98.260347,61.460439,99.313133,137.986656,151.357082
2020-09-28,96.475722,62.195647,99.901097,138.655375,149.711606
2020-09-29,98.95396,62.123362,100.726706,138.834842,150.761765
2020-09-30,98.333965,61.640686,100.431111,139.752971,150.641025
2020-10-01,97.804243,61.565042,100.494782,139.917601,151.465883
2020-10-02,101.827018,62.987105,102.756159,140.651247,150.164703
2020-10-05,101.204437,63.422046,102.828248,140.146614,150.502302
2020-10-06,103.236868,64.768864,104.05348,139.610551,151.343502
2020-10-07,101.787325,65.53053,103.978982,139.884713,152.004229
2020-10-08,102.747879,67.77755,105.355609,138.53685,151.081961
2020-10-09,103.913786,67.979852,106.198038,138.221563,150.506284
2020-10-12,103.682971,68.442749,106.375978,138.252235,150.542995
2020-10-13,105.981166,69.025301,107.281241,137.671814,150.567247
2020-10-14,104.108578,67.110439,107.547158,136.617558,150.445384
2020-10-15,100.948483,64.156358,104.927887,136.349129,150.120452
2020-10-16,102.838642,64.642071,105.227947,136.338477,147.996638
2020-10-19,101.216899,64.791147,104.813442,136.82965,149.535742
2020-10-20,100.098092,64.114411,104.848664,136.402752,148.844036
2020-10-21,105.498424,64.888216,106.777909,135.796715,147.602466
2020-10-22,106.883477,66.211993,108.724222,135.427491,148.5768
2020-10-23,109.601926,66.987102,109.496372,135.174625,147.776784
2020-10-26,105.094625,65.530922,107.513769,136.654407,149.396304
2020-10-27,104.510466,64.55799,107.320867,137.004875,148.350301
2020-10-28,100.66958,64.104633,105.310523,135.943299,147.149913
2020-10-29,98.537747,62.400562,103.435038,135.613336,146.988951
2020-10-30,99.433608,63.448699,103.376851,136.446796,146.510122
2020-11-02,98.506173,62.981043,103.451728,137.317872,146.354694
2020-11-03,99.827762,62.487151,103.937266,135.714905,146.474553
2020-11-04,100.562508,61.249987,104.258968,136.094817,146.917044
2020-11-05,102.456896,62.451499,106.212457,133.795524,146.775618
2020-11-06,102.47018,61.764877,105.796808,133.385307,147.775266
2020-11-09,99.454539,61.382272,105.016213,133.920245,149.442084
2020-11-10,100.397415,61.428801,106.236611,133.763727,150.9446
2020-11-11,101.790753,62.765252,107.624746,132.792549,151.203129
2020-11-12,101.099367,62.488764,107.099716,134.430266,149.938374
2020-11-13,100.042738,62.077156,106.451988,132.382798,150.105637
2020-11-16,101.389169,62.195213,106.735164,133.087017,147.896394
2020-11-17,99.760192,61.158503,105.597151,134.278256,146.767139
2020-11-18,98.582336,62.28974,105.126541,133.846822,148.195309
2020-11-19,97.354161,61.158786,104.519218,132.937844,147.43735
2020-11-20,97.43371,61.581399,104.684391,132.580904,147.94196
2020-11-23,100.238942,61.859982,105.775721,133.711377,147.381899
2020-11-24,99.212235,61.456178,105.255006,131.495238,145.782576
2020-11-25,97.174369,61.512188,105.384656,131.026053,145.032954
2020-11-26,98.02287,61.137106,105.446234,131.365048,144.39461
2020-11-27,94.829002,59.851271,103.8685,131.052483,142.761474
2020-11-30,95.427431,60.456547,104.624917,130.62613,141.676264
2020-12-01,96.935582,60.681836,104.661994,131.603225,141.963621
2020-12-02,96.359446,62.189151,105.913877,131.392439,142.585157
2020-12-03,95.505178,60.611716,105.687097,130.255816,144.250426
2020-12-04,94.865998,60.125483,105.29884,131.347391,144.90286
2020-12-07,96.796389,61.754615,106.924385,132.652637,145.531855
2020-12-08,97.747756,62.792968,108.723033,133.455822,144.603813
2020-12-09,96.275445,62.401035,107.250062,131.831047,142.898217
2020-12-10,94.887899,61.370623,106.602902,132.790815,141.180727
2020-12-11,93.528329,60.631724,105.656862,133.65757,141.474403
2020-12-14,91.924991,59.860393,104.5661,133.584174,142.120362
2020-12-15,92.852488,58.732395,104.025931,133.417197,140.59474
2020-12-16,94.191195,57.753207,103.072548,134.422448,140.140474
2020-12-17,96.530805,58.149826,104.011836,136.245494,140.659261
2020-12-18,88.220032,54.43383,98.83674,140.115574,142.702698
2020-12-21,89.855672,55.635562,99.407251,139.935045,142.290334
2020-12-22,90.496332,55.62949,101.675574,139.825245,141.978328
2020-12-23,89.552977,55.274468,101.254944,140.398103,144.687054
2020-12-24,91.005177,56.472294,101.245187,139.882864,143.9882
2020-12-25,91.083719,56.104246,101.926237,139.214362,144.38687
2020-12-28,92.711908,57.354103,102.057262,140.622665,143.304041
2020-12-29,92.664507,57.600813,101.4711,141.014855,142.768682
2020-12-30,95.511739,58.842447,103.706014,141.624552,145.826549
2020-12-31,95.571784,60.021965,104.091661,140.227134,145.80922
2021-01-01,94.782022,59.08911,102.899675,139.489058,143.980133
2021-01-04,92.335687,58.136743,102.30953,140.907513,144.181858
2021-01-05,91.367348,58.071148,102.623126,142.671092,143.83201
2021-01-06,91.774742,58.193983,103.713967,143.807739,144.115418
2021-01-07,91.679181,57.967163,102.66219,142.443014,141.847525
2021-01-08,91.528371,58.453843,102.602057,143.65879,143.249693
2021-01-11,88.690232,56.860226,101.570242,142.287937,143.739516
2021-01-12,86.818714,54.730567,99.612392,141.971838,140.422361
2021-01-13,85.386229,54.343866,98.994552,141.523361,140.444783
2021-01-14,86.518412,54.94059,99.895691,140.310817,140.043555
2021-01-15,89.080942,56.066476,101.580431,140.726116,139.380444
2021-01-18,90.525329,57.144761,103.525889,140.326708,139.788465
2021-01-19,88.098039,55.862819,101.831279,140.445668,138.541907
2021-01-20,85.260347,54.925381,99.567547,141.100807,139.021108
2021-01-21,86.559025,56.20537,101.072733,139.089441,142.182228
2021-01-22,87.289068,56.155723,101.028523,140.404132,141.852235
2021-01-25,86.408914,56.250194,100.573616,141.178232,142.296602
2021-01-26,84.973356,55.932912,98.885363,142.158843,141.031716
2021-01-27,85.156916,57.114529,99.35897,143.401909,140.938527
2021-01-28,85.853304,56.372392,98.585583,142.653778,142.318129
2021-01-29,86.620728,56.811274,100.286723,143.21751,145.433988
2021-02-01,85.071082,57.191679,99.995211,143.446137,142.694904
2021-02-02,90.294424,58.40829,102.652195,142.588111,140.620064
2021-02-03,90.266746,58.262946,101.803161,142.30587,138.939239
2021-02-04,89.80095,57.515281,101.010138,142.435195,136.821512
2021-02-05,88.238904,57.170334,100.974432,142.034371,134.670593
2021-02-08,88.222062,56.661974,100.454888,142.431796,132.85281
2021-02-09,88.293108,57.980421,101.396785,142.859366,132.055471
2021-02-10,86.737077,56.473513,99.783757,143.151058,131.648709
2021-02-11,89.379838,57.10604,100.347753,143.00714,133.28509
2021-02-12,87.117427,56.649516,99.586583,140.919971,133.275692
2021-02-15,90.239923,56.71166,101.331163,140.768579,132.816538
2021-02-16,87.798607,55.296749,100.597368,141.009195,131.930616
2021-02-17,89.850719,55.222077,101.01538,141.047788,133.800188
2021-02-18,88.822817,54.876722,100.188338,140.135465,136.673659
2021-02-19,88.921435,53.949264,99.273153,140.667301,138.105851
2021-02-22,92.820004,56.34216,101.96143,139.983023,140.288159
2021-02-23,93.073461,56.983804,101.782142,140.038452,140.189565
2021-02-24,94.507119,57.65266,102.415128,137.988096,140.426763
2021-02-25,92.445818,56.439254,100.047218,138.264337,140.17218
2021-02-26,94.473824,56.4875,100.720716,137.49827,140.190488
2021-03-01,94.955904,56.369153,101.009454,137.835641,139.840237
2021-03-02,94.146007,56.496244,100.88744,138.328179,141.914466
2021-03-03,94.402324,57.027156,100.647618,138.983936,140.694575
2021-03-04,94.579697,58.122222,101.791721,140.071262,139.809132
2021-03-05,95.814572,60.373747,104.463705,140.529933,142.6392
2021-03-08,93.067133,59.750378,102.602425,140.809874,143.661668
2021-03-09,95.827469,59.986437,103.047085,141.323752,145.977766
2021-03-10,99.277231,61.035745,104.130985,141.215295,144.54396
2021-03-11,99.321016,61.251365,104.613707,142.520866,146.008389
2021-03-12,97.493581,60.557029,102.589764,143.064888,145.894228
2021-03-15,96.780261,59.324639,101.964543,143.778724,147.318497
2021-03-16,98.240595,59.868901,102.035556,144.269526,145.527615
2021-03-17,98.279035,59.221479,101.975525,143.703588,145.40514
2021-03-18,98.434672,59.148826,101.314499,144.42289,146.00947
2021-03-19,96.569189,58.072452,98.977619,146.231305,147.870825
2021-03-22,95.783604,57.155475,97.349698,145.922258,148.6336
2021-03-23,96.734917,58.543808,98.417456,146.504894,149.002184
2021-03-24,98.429756,59.0044,97.020917,146.496956,149.189136
2021-03-25,95.39372,58.204159,94.784835,148.367955,148.315995
2021-03-26,97.478276,59.079316,97.048486,147.134397,148.030885
2021-03-29,97.276935,59.014096,96.69673,148.046198,148.367656
2021-03-30,94.571334,57.799154,95.483173,149.107081,149.320689
2021-03-31,92.813904,57.059399,94.597838,147.728873,149.149408
2021-04-01,92.836804,56.134935,94.301043,147.870258,149.114674
2021-04-02,92.088105,56.031012,94.134362,145.880863,149.370089
2021-04-05,92.627887,56.089591,94.112007,145.308698,147.063039
2021-04-06,93.875317,56.481701,95.080236,145.675326,147.698964
2021-04-07,94.628057,56.31966,95.185765,147.713497,150.977095
2021-04-08,95.144822,57.114763,95.127241,147.752337,152.183925
2021-04-09,96.433222,58.35157,96.815554,147.264255,154.505087
2021-04-12,98.455248,59.003402,98.261234,147.386855,153.430662
2021-04-13,98.529402,59.493421,97.466375,145.717978,150.624352
2021-04-14,94.629675,58.653116,96.461951,145.847657,150.798109
2021-04-15,94.297415,58.390815,96.031846,145.139057,151.407012
2021-04-16,89.815423,56.673867,93.794312,145.194672,150.77585
2021-04-19,90.560815,56.185293,92.73354,146.299685,151.125891
2021-04-20,90.742542,55.745444,92.998754,144.910223,149.908176
2021-04-21,92.576927,55.358338,93.176151,144.861719,149.806852
2021-04-22,93.907478,55.451559,93.610751,148.211021,150.991793
2021-04-23,94.65742,56.369943,94.666637,148.231411,150.287081
2021-04-26,93.549841,55.817287,93.810674,148.580307,148.788397
2021-04-27,95.066952,56.89897,95.131429,147.903336,150.654521
2021-04-28,94.169963,56.908123,94.393656,148.05675,148.822125
2021-04-29,90.528686,55.516127,92.429537,150.219279,150.062105
2021-04-30,91.966389,56.39377,93.22239,149.374991,149.043102
2021-05-03,92.866622,57.014267,93.7332,148.67356,148.981239
2021-05-04,94.4693,58.229444,94.901404,149.18816,151.06115
2021-05-05,95.221097,58.702975,94.180582,149.604931,150.972115
2021-05-06,94.367615,57.900875,93.012501,150.282077,152.450833
2021-05-07,95.754929,59.896473,94.10487,150.360208,152.870078
2021-05-10,94.934632,60.085124,94.307361,151.043572,152.250261
2021-05-11,94.475323,60.50367,94.218976,150.886031,153.45778
2021-05-12,94.570607,61.049175,95.482787,149.328816,152.16752
2021-05-13,95.795134,62.276561,96.960696,148.45064,153.637087
2021-05-14,98.078564,62.642696,97.47511,147.905716,154.086785
2021-05-17,99.061441,63.326347,97.124753,148.467773,152.77209
2021-05-18,95.59729,62.430463,95.221153,150.068125,153.42653
2021-05-19,97.97199,62.814538,96.198808,150.027022,152.895969
2021-05-20,97.892882,62.034204,95.47926,149.153674,154.750863
2021-05-21,98.335847,62.267007,95.588612,148.312706,153.903893
2021-05-24,97.943253,62.332655,95.859303,146.345006,155.539251
2021-05-25,97.487184,61.654646,95.316535,145.893891,156.109721
2021-05-26,99.122313,61.79051,95.954623,144.882842,154.57811
2021-05-27,97.111391,62.438897,95.780366,144.15894,154.085862
2021-05-28,96.089232,62.660451,95.526961,143.631354,153.463811
2021-05-31,93.838765,61.923596,94.328942,143.932187,152.085856
2021-06-01,94.476132,61.599264,94.976493,144.51127,151.90759
2021-06-02,96.556121,61.582131,95.5581,144.364311,152.026208
2021-06-03,94.907288,61.089627,94.874039,144.668986,153.373874
2021-06-04,96.866953,61.757549,96.127867,143.05509,153.311213
2021-06-07,95.090453,60.944866,94.695534,143.160647,153.652552
2021-06-08,97.499647,62.029927,96.214323,142.255195,154.053447
2021-06-09,97.56479,62.417104,96.464219,142.238712,151.624731
2021-06-10,96.156678,62.168506,95.64142,141.682758,152.979438
2021-06-11,97.177124,63.477716,96.528349,141.789555,151.78799
2021-06-14,98.111148,63.936356,97.996931,140.695533,152.485789
2021-06-15,100.263278,64.794539,100.623495,139.271749,154.636557
2021-06-16,98.370124,64.372025,99.300062,139.150214,153.689106
2021-06-17,99.628673,65.308717,100.331288,138.175613,152.590363
2021-06-18,98.36135,66.5304,100.09012,137.988265,153.900848
2021-06-21,99.007206,66.363776,100.046965,136.370244,151.172202
2021-06-22,97.890815,66.022192,100.085777,137.798645,153.782825
2021-06-23,96.694211,66.01981,100.577281,138.562973,153.432602
2021-06-24,96.709606,65.586445,99.704192,137.648255,152.158845
2021-06-25,97.266122,64.559578,98.467644,139.314837,152.239031
2021-06-28,95.648789,63.322914,98.755991,139.586187,150.841503
2021-06-29,92.919298,62.21752,97.736367,139.700879,150.131571
2021-06-30,90.528198,62.222755,96.637556,136.826464,148.603556
2021-07-01,92.49974,62.528608,97.48387,136.339735,147.679025
2021-07-02,89.360151,62.035222,97.270797,134.961165,145.479744
2021-07-05,87.083672,61.432885,94.996639,134.550317,142.224787
2021-07-06,86.036974,62.324836,94.412051,133.698598,142.64259
2021-07-07,86.875788,62.023907,96.147549,133.732801,144.584107
2021-07-08,86.375432,60.942322,96.689857,132.421355,146.020036
2021-07-09,88.120244,62.343559,99.045078,130.77998,142.548358
2021-07-12,83.667709,60.248987,96.449361,130.406425,142.20167
2021-07-13,85.617491,61.460995,97.774954,128.874683,141.979092
2021-07-14,88.57964,63.157469,100.658315,129.390482,141.310848
2021-07-15,88.556024,64.297603,100.467533,125.471792,142.125193
2021-07-16,88.811566,63.055091,98.924948,124.914272,140.515275
2021-07-19,87.950441,62.512411,97.411765,123.064506,140.314423
2021-07-20,87.930758,63.265768,99.35658,121.692001,140.475554
2021-07-21,89.974926,62.93389,99.906501,122.336805,141.826709
2021-07-22,91.509581,64.791214,101.501455,121.973397,139.461151
2021-07-23,93.229418,65.855906,101.767693,119.79773,138.69794
2021-07-26,93.090054,65.753419,100.64213,118.698785,139.980205
2021-07-27,91.466615,64.104524,99.216589,117.606683,140.163984
2021-07-28,91.539441,64.506705,97.208697,116.727495,140.377209
2021-07-29,90.706773,63.550673,97.68343,116.225823,142.606894
2021-07-30,87.585481,62.075317,95.418154,114.879642,141.897961
2021-08-02,84.515008,58.841983,94.216832,114.170081,140.709836
2021-08-03,87.953497,59.669171,96.620213,111.669145,139.920379
2021-08-04,88.98023,57.523066,96.636551,109.645388,138.938463
2021-08-05,88.193354,55.897861,95.48347,108.328461,140.984877
2021-08-06,86.973694,58.020806,97.839039,105.848201,138.619604
2021-08-09,87.207326,56.753481,96.033376,106.400588,140.039839
2021-08-10,85.712666,55.230562,93.965003,106.628769,137.911486
2021-08-11,86.866788,57.39256,96.367366,105.879444,137.466565
2021-08-12,87.931501,57.139294,95.289957,106.116802,136.023999
2021-08-13,89.156084,58.183785,96.570099,106.01252,137.228679
2021-08-16,87.455737,57.474891,95.277378,106.06795,136.279306
2021-08-17,86.572415,58.523028,95.196179,106.221145,137.39153
2021-08-18,88.701946,59.776558,96.26398,105.924479,137.493422
2021-08-19,86.604614,60.461414,96.507812,105.823745,137.194754
2021-08-20,85.790817,59.253842,95.748758,106.712556,138.677757
2021-08-23,86.18029,59.824612,96.989282,106.375978,138.605258
2021-08-24,83.739467,59.286268,96.676094,106.516873,138.615456
2021-08-25,85.133845,59.308519,96.867735,105.676511,138.094043
2021-08-26,84.073371,58.66852,97.006545,104.783942,136.740858
2021-08-27,83.363733,58.719741,96.313605,104.776199,136.061182
2021-08-30,85.098846,60.104011,97.744762,103.937339,137.487458
2021-08-31,85.982167,60.164462,97.975738,103.161372,139.065205
2021-09-01,85.430585,60.128972,98.365545,103.466639,137.020394
2021-09-02,84.851029,59.167277,97.776541,103.647182,138.813852
2021-09-03,86.044142,61.227623,98.629872,103.449417,138.577411
2021-09-06,87.327549,61.022996,98.76269,102.536045,139.32147
2021-09-07,90.240817,62.398933,99.470346,102.807195,139.874619
2021-09-08,90.96187,62.556418,99.736238,101.600272,138.107432
2021-09-09,89.898798,61.804661,98.44268,100.884581,136.791454
2021-09-10,92.182493,62.278819,99.727598,100.8426,135.629415
2021-09-13,92.28376,61.683608,98.631209,100.985324,136.101661
2021-09-14,92.110795,62.180059,98.708984,99.842297,138.705756
2021-09-15,91.242147,61.639633,98.156042,100.090561,137.942925
2021-09-16,92.415348,61.951666,98.489665,99.661323,139.418743
2021-09-17,91.459246,62.622589,97.707614,99.304433,141.388804
2021-09-20,92.532566,63.701134,98.954385,98.91571,139.905262
2021-09-21,90.034826,63.154808,97.229791,99.555805,138.645254
2021-09-22,91.83917,63.700782,99.34633,98.627808,139.368689
2021-09-23,90.711534,63.283487,99.18819,99.922692,140.79916
2021-09-24,88.011116,61.828195,98.349007,100.30805,143.17211
2021-09-27,88.176747,61.847375,97.899912,100.397466,141.608469
2021-09-28,86.301123,61.267416,96.061734,101.343754,141.02506
2021-09-29,83.909526,60.276781,94.829259,101.363757,141.767216
2021-09-30,86.47403,62.410929,96.365671,100.341897,142.206022
2021-10-01,85.897046,61.564399,94.884984,100.659317,143.105254
2021-10-04,88.168454,62.804899,97.394448,99.574015,142.436063
2021-10-05,87.25434,61.518968,96.495222,99.641837,140.11584
2021-10-06,91.25756,62.665481,98.460581,98.69333,140.976333
2021-10-07,92.099365,63.814443,98.93124,99.008221,142.359052
2021-10-08,93.224275,65.415592,100.076922,100.732087,144.410589
2021-10-11,93.47908,65.279797,99.914092,100.171716,146.18907
2021-10-12,92.936605,65.517331,100.440581,99.724531,147.533158
2021-10-13,90.876371,63.377194,97.590641,100.435298,144.409651
2021-10-14,89.821606,62.514337,96.231361,99.117356,144.555055
2021-10-15,88.325978,61.546933,94.966136,98.063246,143.704462
2021-10-18,89.809726,62.262521,95.478969,97.455864,142.460603
2021-10-19,90.942495,62.752748,95.458771,97.67814,141.208377
2021-10-20,94.520806,64.242865,95.893158,97.515883,142.215818
2021-10-21,95.837276,65.15896,96.150393,98.360991,141.018008
2021-10-22,94.548906,64.930027,95.424527,97.536206,142.500475
2021-10-25,94.309315,65.851324,94.60377,98.484469,142.124269
2021-10-26,94.059327,65.661365,94.543876,99.249567,142.64324
2021-10-27,92.650077,64.338715,93.955629,99.630923,143.687476
2021-10-28,93.519406,64.929713,93.290683,99.8236,143.378189
2021-10-29,93.633463,65.225664,92.637798,99.116467,145.854588
2021-11-01,89.396013,61.928803,89.690633,99.470583,144.485807
2021-11-02,88.549979,61.332922,89.053835,99.532656,144.840969
2021-11-03,88.343088,62.281645,90.85067,99.67166,144.740679
2021-11-04,88.071855,62.095833,90.80521,100.138569,144.417791
2021-11-05,87.272034,62.238676,90.889217,100.275596,145.495656
2021-11-08,85.797604,61.861485,89.278993,100.310867,144.226611
2021-11-09,87.247907,63.186292,91.098329,100.984123,143.599759
2021-11-10,90.077497,64.148521,91.973015,102.109036,142.979229
2021-11-11,93.129986,65.235444,93.887404,101.648184,142.8383
2021-11-12,96.402249,65.78167,94.180026,101.407437,140.866062
2021-11-15,95.72424,64.90354,93.274563,100.567596,138.597195
2021-11-16,98.191552,64.734023,94.828254,100.403059,139.128167
2021-11-17,98.961842,64.27299,94.363802,100.644234,140.069928
2021-11-18,98.373003,64.251847,93.823576,101.603833,140.021075
2021-11-19,97.039507,63.555648,94.255187,102.033027,139.519398
2021-11-22,95.285343,63.10758,92.701758,102.523616,138.516265
2021-11-23,96.834731,62.436518,93.319473,102.298621,137.626963
2021-11-24,99.401854,62.889373,95.743186,100.730559,134.577133
2021-11-25,94.886181,59.897473,94.069649,101.764288,134.3205
2021-11-26,95.533526,60.689379,95.019779,101.756444,132.914737
2021-11-29,96.505867,61.343811,95.771627,102.204116,133.889549
2021-11-30,96.840985,61.414886,97.0515,101.558209,133.529872
2021-12-01,97.689085,62.311223,98.853134,99.784205,131.815562
2021-12-02,97.683823,60.901268,98.164859,99.055884,131.925
2021-12-03,98.003899,60.805919,98.195998,98.801703,132.768323
2021-12-06,96.21396,59.19469,96.995234,98.569748,133.367364
2021-12-07,94.043457,58.469265,96.849833,97.960887,133.00163
2021-12-08,92.753124,58.318646,96.490083,98.026919,136.057956
2021-12-09,93.63409,58.812224,97.611609,98.246912,137.04475
2021-12-10,95.952441,60.211386,99.604534,97.358236,136.21484
2021-12-13,96.610176,60.221931,100.058187,97.207088,136.359813
2021-12-14,95.896756,59.72012,100.637441,96.674006,136.925202
2021-12-15,95.414813,59.029976,100.772434,95.589327,136.048386
2021-12-16,95.769736,59.30846,101.964196,95.89021,137.829175
2021-12-17,96.552604,58.083211,101.650879,95.800542,138.86427
2021-12-20,94.741475,57.061597,101.539701,95.432929,139.315903
2021-12-21,94.948367,56.534733,101.197532,96.256336,139.503774
2021-12-22,96.845919,56.946273,101.539329,96.011713,140.765513
2021-12-23,93.637443,54.936069,99.206987,95.318777,140.964865
2021-12-24,92.846918,53.777759,97.490189,96.26013,140.721671
2021-12-27,95.605506,54.534919,99.808964,96.609426,142.060241
2021-12-28,96.101644,55.811603,100.91074,96.833156,142.143754
2021-12-29,96.369957,55.537676,100.737068,97.237988,140.364438
2021-12-30,96.671312,55.075799,99.699426,97.520513,140.885519
2021-12-31,97.081211,54.953463,98.962242,96.895625,139.73699
2022-01-03,99.005753,55.888462,100.304395,95.082069,140.23797
2022-01-04,101.135991,56.914476,101.344631,95.898485,138.531877
2022-01-05,101.299053,57.03827,101.317375,96.180138,137.228287
2022-01-06,99.744697,56.007692,100.238734,96.637795,136.176416
2022-01-07,102.540268,55.663551,100.717901,97.579753,138.917202
2022-01-10,99.777284,54.13232,99.725013,98.286154,139.02429
2022-01-11,99.245483,54.209232,99.160117,98.840338,139.130873
2022-01-12,100.777705,55.780383,100.414064,99.945821,139.70708
2022-01-13,100.642606,56.11342,99.879292,100.261802,137.972632
2022-01-14,102.543005,56.576992,100.637627,101.047683,138.054945
2022-01-17,101.940748,56.971966,101.135933,102.046013,138.92718
2022-01-18,103.084866,58.896056,102.678631,101.830986,138.404801
2022-01-19,103.128568,60.410175,103.5223,101.186621,138.017834
2022-01-20,103.333754,59.337061,103.570635,101.459228,139.539233
2022-01-21,104.145111,58.786131,103.239354,101.484339,137.103578
2022-01-24,104.656094,58.366606,102.889236,101.850722,138.807379
2022-01-25,104.874224,57.671264,102.892991,100.979958,137.804175
2022-01-26,106.190097,57.77934,104.096572,101.580281,136.868023
2022-01-27,104.422244,57.38929,103.080117,101.015247,135.516713
2022-01-28,102.949419,55.813397,101.628251,101.610326,134.338133
2022-01-31,103.484617,57.874861,102.804633,101.26254,134.124534
2022-02-01,103.861658,58.17083,103.53621,101.40449,134.752825
2022-02-02,103.863665,58.544918,103.797335,100.930927,134.994786
2022-02-03,105.715702,59.747507,105.720535,101.501967,133.857567
2022-02-04,106.451941,60.030399,106.41987,102.510308,132.575054
2022-02-07,106.033727,59.231428,106.510668,102.721653,131.926692
2022-02-08,107.061724,59.345911,106.31468,103.375036,133.141707
2022-02-09,107.120594,58.803863,106.447545,103.57113,130.661615
2022-02-10,108.426602,59.489603,106.79327,103.363456,130.642574
2022-02-11,108.254368,58.911302,106.386396,104.359757,130.875555
2022-02-14,107.860646,57.768935,106.401885,105.443543,129.635496
2022-02-15,106.606144,58.736348,105.971613,104.777579,127.963812
2022-02-16,107.902646,59.47661,107.381116,104.110221,125.771141
2022-02-17,108.924732,60.109944,108.366145,103.515072,124.974485
2022-02-18,109.084868,59.981586,108.908003,103.696464,123.547328
2022-02-21,111.066874,60.5809,110.128022,103.866634,122.499419
2022-02-22,106.826511,58.63624,107.358386,104.291233,123.556064
2022-02-23,108.6563,60.532465,108.362583,104.074188,122.945391
2022-02-24,108.169999,59.969906,108.12071,102.919584,124.94491
2022-02-25,110.013946,60.121987,109.395478,103.229906,125.139051
2022-02-28,110.124608,61.794663,109.773707,103.472399,126.03465
2022-03-01,109.585103,61.984951,109.769465,103.544921,124.369172
2022-03-02,107.06116,61.542133,107.714909,104.249661,125.57148
2022-03-03,107.238545,60.317847,106.945238,105.051954,128.240521
2022-03-04,104.510736,59.398788,104.44758,103.93671,127.45481
2022-03-07,109.947109,60.040306,105.571877,103.305144,125.573914
2022-03-08,112.381545,60.427826,106.478696,102.347834,124.599863
2022-03-09,111.376035,59.590982,104.746587,103.096199,125.677882
2022-03-10,112.460623,59.811016,104.136907,103.724932,124.798115
2022-03-11,112.32337,59.658247,104.559119,104.203033,125.312214
2022-03-14,113.625727,59.237125,104.495889,103.815642,124.507523
2022-03-15,118.487289,60.603822,106.603944,102.304831,124.176565
2022-03-16,116.923197,60.581974,105.360005,102.912072,123.16629
2022-03-17,114.477033,61.06694,105.310197,101.596984,122.736023
2022-03-18,116.98571,61.452866,105.90076,100.33994,122.31761
2022-03-21,118.621092,62.796692,107.962007,99.865483,120.161121
2022-03-22,119.643458,62.79973,108.56805,100.542032,120.566596
2022-03-23,118.123334,62.015149,108.019745,101.386964,122.371405
2022-03-24,115.448411,60.404213,106.356251,102.418505,125.007375
2022-03-25,113.392464,60.278932,104.906709,101.905669,121.650684
2022-03-28,112.635384,60.638651,104.085387,102.857377,120.810799
2022-03-29,114.22732,61.646109,105.794615,103.199548,120.926993
2022-03-30,114.739847,62.430929,106.215944,102.411253,121.396476
2022-03-31,114.640455,62.710626,106.546896,102.442646,123.859515
2022-04-01,117.630475,64.024294,107.562504,102.068837,125.97726
2022-04-04,115.020198,62.438538,106.336863,103.194628,126.760021
2022-04-05,113.847077,62.55474,106.701974,103.645758,125.933197
2022-04-06,114.825081,62.703522,106.862544,102.765245,125.250062
2022-04-07,113.591652,63.154026,105.881555,102.992165,125.12669
2022-04-08,114.765422,64.425234,106.838076,103.514125,125.252062
2022-04-11,114.674855,65.219033,107.149382,104.043178,125.438236
2022-04-12,112.942052,64.150289,105.523171,104.02009,125.450359
2022-04-13,112.126617,63.263879,104.419766,104.611894,126.751069
2022-04-14,110.479174,62.137802,103.010387,105.30538,126.189598
2022-04-15,108.631182,60.85925,102.766945,104.825654,125.63117
2022-04-18,109.090753,61.026666,102.597786,105.730735,125.880971
2022-04-19,107.309299,61.290473,102.307264,105.567595,124.426516
2022-04-20,105.000423,59.90257,101.067191,106.020147,124.699225
2022-04-21,106.069906,59.996804,101.169401,104.858742,124.254117
2022-04-22,105.018568,59.381825,100.949531,104.197829,122.558391
2022-04-25,105.650227,58.954274,100.106094,105.312026,121.537143
2022-04-26,103.471306,58.844861,99.305301,104.283506,120.754363
2022-04-27,102.243301,57.285886,97.316513,105.189932,120.76436
2022-04-28,103.860235,58.028496,98.087588,105.186312,120.280798
2022-04-29,102.795069,57.608744,98.768151,104.799368,119.761312
2022-05-02,101.396129,56.642582,97.920413,105.742275,121.19877
2022-05-03,102.260259,56.571744,98.528627,105.959146,120.328834
2022-05-04,99.773796,55.531118,98.505736,106.348687,122.520119
